elle	11521.990
ment	10717.080
dans	8534.160
pour	7731.810
emen	7326.420
tait	7222.150
ient	7161.890
avai	7098.450
étai	7036.620
omme	6969.630
vait	6396.230
mais	6346.130
tion	6082.870
aien	5989.420
tout	5819.030
comm	5606.610
plus	5265.760
ille	5253.840
ette	4131.530
avec	4003.120
nous	3886.900
rait	3829.800
aire	3766.640
vous	3587.920
ouve	3169.370
jour	3134.930
sait	3059.040
tant	3016.010
bien	2992.520
ière	2976.100
atio	2964.610
ique	2903.810
leur	2885.690
eurs	2836.310
quel	2828.070
ntre	2820.720
même	2796.950
oute	2759.520
onne	2711.620
port	2691.460
main	2599.990
ions	2542.160
lles	2527.920
cont	2510.570
asse	2506.470
entr	2488.850
utre	2452.900
able	2445.980
vant	2437.890
voir	2429.180
être	2404.930
ours	2396.940
cett	2346.820
fait	2340.940
autr	2324.920
lait	2308.540
ente	2303.620
sans	2287.970
puis	2280.010
tend	2278.790
sent	2270.570
rent	2270.170
comp	2268.370
issa	2213.420
vers	2189.700
part	2175.850
endr	2139.410
ndre	2106.080
leme	2080.920
ance	2073.040
ques	2071.470
ante	2064.100
aiss	2056.710
tour	2051.260
ence	2034.760
ssai	1990.140
orte	1983.520
gard	1968.770
esse	1964.050
enco	1962.530
isse	1950.660
ress	1949.610
pass	1936.350
temp	1926.990
inte	1924.060
vais	1907.850
rais	1892.240
nten	1891.820
ussi	1886.120
trou	1883.690
lais	1883.520
fair	1876.270
auss	1867.030
onna	1844.180
nait	1841.640
gran	1841.570
erai	1823.120
rand	1817.090
eill	1803.840
pren	1793.760
peti	1781.350
etit	1774.170
rien	1769.770
cher	1763.720
quan	1743.890
rend	1734.490
coup	1729.700
eure	1715.510
heur	1714.230
sant	1709.020
ontr	1702.570
aill	1701.420
emps	1700.480
tres	1699.550
rouv	1693.990
sion	1686.900
deux	1668.200
enti	1644.330
ents	1637.430
euse	1629.000
fois	1625.760
uelq	1622.430
elqu	1622.430
isai	1607.270
ncor	1597.810
sque	1593.440
core	1588.830
près	1566.640
mmen	1564.520
erre	1556.130
enda	1552.300
cour	1550.370
mand	1549.210
nant	1526.910
oire	1524.710
lque	1498.660
enai	1493.880
uand	1490.570
atte	1486.360
rega	1482.340
taie	1461.530
ture	1461.220
ande	1460.590
homm	1458.540
egar	1435.520
ison	1423.030
ourn	1419.530
ieux	1407.540
urai	1402.010
ains	1401.050
vent	1392.290
seul	1392.250
chan	1390.600
long	1375.380
arti	1372.370
embl	1361.390
emme	1359.360
dema	1348.380
rois	1340.030
avan	1339.580
aine	1334.720
cons	1326.700
uver	1321.290
uill	1312.450
ange	1312.270
lors	1311.280
sser	1308.740
onde	1291.050
aura	1290.220
tent	1290.170
uvai	1283.550
donn	1282.950
trai	1280.990
pris	1277.360
sais	1275.500
ujou	1254.530
llai	1252.900
ouva	1250.870
sous	1241.270
deva	1235.050
pens	1230.270
dire	1227.660
eman	1219.970
ants	1210.140
peut	1209.070
aque	1207.580
alle	1206.490
teme	1204.030
mbre	1203.830
conn	1203.740
mmes	1196.120
nter	1196.030
tous	1193.880
semb	1191.840
oule	1191.040
dant	1184.680
terr	1172.820
suis	1170.210
teur	1168.990
illa	1166.950
amai	1165.160
ouch	1162.890
pres	1155.230
fais	1152.470
avoi	1148.520
mont	1147.320
parl	1145.700
rest	1145.700
tten	1144.110
jama	1140.880
ible	1132.620
aiso	1132.430
uche	1128.870
sort	1125.510
sonn	1121.310
quoi	1121.180
très	1120.810
enta	1120.050
otre	1119.340
tena	1118.620
ntai	1118.320
lant	1117.680
chos	1111.030
arri	1110.000
hose	1109.940
sont	1099.530
oujo	1097.500
touj	1093.780
ures	1091.030
ssan	1089.000
enir	1084.240
sage	1076.190
iste	1072.420
aisa	1063.560
ense	1063.380
iers	1061.170
vaie	1058.100
alla	1057.340
vrai	1053.920
ndan	1053.500
este	1052.510
nnai	1052.250
tais	1046.880
alor	1038.030
lanc	1037.990
sera	1037.360
rant	1035.080
trav	1011.530
para	1006.780
yeux	1000.680
assa	1000.580
femm	999.670
igne	997.410
pouv	995.740
ctio	995.600
nais	990.600
beau	990.490
arde	990.460
moin	988.950
vien	983.010
vert	982.330
appe	980.230
tabl	977.060
anch	972.500
onte	972.160
aprè	972.110
eule	972.010
dait	970.060
tiqu	968.400
tran	962.360
ller	961.990
dont	960.950
evan	959.370
ndai	958.150
remi	958.070
ches	956.320
tête	955.400
enan	948.560
enne	947.240
ieur	943.020
ires	939.250
assi	935.990
père	935.130
mère	932.720
rtai	928.730
pers	907.620
aint	905.950
utes	905.040
fant	903.220
bles	897.130
faut	895.680
nfan	890.590
enfa	888.890
ntra	881.920
trop	877.650
serv	875.000
lier	868.820
prem	868.340
tain	866.850
reme	866.580
oins	865.030
essa	859.170
troi	859.040
chai	858.060
nche	854.070
lent	853.470
bout	853.220
fond	851.670
pend	850.980
ines	849.640
omen	849.470
essi	849.150
ssio	841.240
croi	840.620
fran	838.090
rriv	833.410
rche	833.090
roch	829.560
ache	827.120
veni	822.270
ouri	821.780
mett	821.130
esti	820.930
voul	818.760
jeun	817.240
roit	817.190
oche	817.180
eaux	816.400
ouvr	813.600
raie	812.020
ères	809.140
appr	806.860
prés	806.020
orta	804.640
rése	803.930
mort	801.940
 que	801.220
vena	800.180
seme	798.840
cent	798.670
ouss	798.530
cela	798.310
rièr	797.920
imen	796.230
arch	794.770
ttes	792.740
sour	792.360
nçai	790.050
mond	789.940
toir	788.940
érie	788.580
ourr	788.230
dent	787.420
ages	786.660
eune	786.660
rati	786.050
iens	781.850
aise	781.630
nuit	780.900
ivre	776.770
uell	775.330
endu	771.520
inst	771.060
stan	769.290
pare	766.090
ppel	762.420
soir	761.960
oint	761.930
rire	752.380
aime	748.720
venu	748.620
ompr	748.360
llem	746.480
mati	746.060
plac	743.390
rieu	742.970
souv	741.730
form	738.650
ttre	736.390
mièr	735.770
saie	735.330
nsta	734.270
rang	733.650
lace	731.470
anda	728.150
erso	727.990
ntes	726.110
rson	725.700
chev	724.940
uven	723.810
mour	723.530
chez	719.580
cell	718.660
esqu	716.580
mpre	716.580
repr	715.640
nouv	715.060
tite	713.870
sses	709.690
even	709.240
eine	708.470
-êtr	708.100
fort	707.390
déjà	707.160
rain	703.670
liqu	703.220
rtan	703.120
écou	701.520
bras	700.950
ettr	698.920
eut-	697.970
t-êt	697.970
ut-ê	697.970
auto	697.710
ouil	697.400
mome	696.960
lleu	696.750
blan	692.250
erri	692.200
rave	690.880
rriè	690.860
noir	690.840
notr	689.330
èren	688.840
proc	687.990
rapp	687.430
orti	685.570
veux	684.010
mbla	682.120
ombr	680.440
oula	680.410
ranc	679.780
ança	675.010
marc	674.940
cond	674.760
lair	674.390
hant	672.260
arle	672.090
plai	671.770
ulai	670.970
dess	670.550
visa	668.140
sibl	667.440
lité	665.910
voya	664.690
cham	664.530
tien	662.470
oeur	662.140
appa	661.080
ites	658.090
nces	657.360
epui	656.760
depu	656.690
droi	656.670
irai	656.630
poin	655.160
prop	653.710
ésen	653.490
e qu	652.970
ce q	652.360
cert	651.130
nger	650.680
erie	643.580
rava	641.470
pein	641.390
couv	641.240
assé	640.600
evai	639.380
mble	638.510
ouff	635.820
ienn	635.280
char	635.030
habi	634.640
lieu	631.740
conf	630.710
voix	629.730
fill	628.730
ngue	628.510
isan	626.130
isag	624.090
aver	623.410
itio	622.490
arda	618.760
itai	618.090
uite	616.280
vill	615.170
bord	614.550
ssen	612.950
ureu	612.870
fini	611.940
empl	610.840
neme	610.710
aîtr	608.020
usse	605.680
mill	605.560
insi	605.220
onné	602.580
ourt	602.350
épon	600.710
reco	599.900
erni	599.550
veil	599.530
ferm	599.130
chem	596.880
urna	595.990
ssem	595.440
tomb	595.280
rass	588.870
onta	587.070
uvre	586.940
pous	586.540
haut	584.290
épar	582.480
aute	580.490
répo	580.170
disa	579.500
tard	579.150
ourd	578.750
nner	578.330
econ	576.440
gent	576.420
oubl	576.370
ubli	575.340
écla	574.950
tude	574.100
erch	572.870
côté	572.500
orce	571.460
impo	570.400
ître	570.110
acco	568.470
sieu	568.190
somm	567.280
mili	566.270
rtie	565.860
rise	565.540
uiss	563.290
ppar	563.100
mpor	562.630
écri	560.130
-mêm	559.040
prit	558.670
loin	558.250
arge	556.150
lenc	554.520
laie	554.100
rrai	554.080
lett	553.730
cess	553.300
mple	552.570
tati	549.470
nnée	549.300
reto	547.470
déco	542.700
ompt	542.490
orme	541.730
ionn	541.020
ront	540.850
dres	540.700
nier	540.630
arqu	540.360
sign	539.090
quer	538.650
dern	538.580
oyai	538.410
anqu	537.540
ecti	537.480
vite	537.440
naie	535.520
herc	534.800
illé	532.540
tell	531.730
reux	531.320
rrêt	530.460
arrê	530.460
chau	529.220
llon	528.930
atin	528.220
stes	527.490
tair	526.920
écha	526.060
pond	525.560
inté	525.160
préc	524.680
esta	524.620
suiv	524.220
ssez	523.940
just	523.830
emai	522.740
nfin	521.850
parf	521.600
imag	521.210
retr	521.030
vres	520.520
pagn	520.100
igna	518.130
dout	517.680
renc	517.440
ouge	515.670
amou	515.510
rité	512.860
oign	512.200
pied	511.950
drai	511.500
suit	510.810
uait	510.650
mier	510.200
liss	509.470
corp	507.720
oque	507.700
tier	505.940
scen	505.330
coul	505.230
erme	504.150
oupe	503.550
çais	502.120
erte	501.370
bouc	501.050
erve	500.850
illi	500.350
disp	499.150
urqu	498.700
rquo	498.200
veau	497.470
prof	497.390
ndit	497.350
réci	496.990
aite	496.010
dieu	495.600
poss	495.580
aisi	495.470
enfi	495.320
urir	495.040
eint	495.040
resq	494.740
forc	493.940
essu	493.060
rtou	492.750
ppor	491.810
rena	491.130
onsi	491.080
haqu	488.250
once	488.250
émen	488.210
ourq	486.360
chaq	486.350
nées	485.550
lein	485.240
erne	485.240
orps	485.220
visi	484.670
conv	483.800
ossi	483.580
reus	483.430
ntér	482.330
ucou	481.650
sens	481.520
oura	481.130
ompa	481.080
vail	480.360
nièr	479.240
parc	476.910
erta	476.820
geai	476.620
uste	476.090
blai	475.790
niqu	475.290
avez	474.540
bonn	473.040
tail	472.140
nent	471.990
ises	471.860
iver	470.860
guer	470.550
sons	469.970
erra	469.540
cout	469.340
anta	469.100
ranç	468.990
reil	468.920
mpag	468.740
ncon	468.660
téri	467.620
ncer	466.870
emie	466.510
auco	466.220
eauc	466.030
perd	464.850
time	464.820
abit	464.500
voit	464.220
vide	464.220
oisi	463.780
énér	463.510
ieil	463.480
viei	463.480
quet	463.440
lage	463.180
gros	462.830
ambr	462.780
etou	462.590
sole	462.100
hait	462.000
onti	461.100
esce	461.070
néra	458.940
ende	456.890
isto	456.070
pose	455.960
derr	455.950
oses	455.710
euil	455.690
géné	455.400
cien	455.190
sure	454.180
plei	454.070
elui	453.940
itud	452.750
ntin	452.720
ueme	451.870
rage	451.250
vois	450.850
nati	450.390
onst	450.100
rtir	448.400
atur	448.250
agne	448.050
celu	447.910
sile	447.110
diff	446.330
donc	446.300
leva	446.140
ivai	444.830
pier	444.620
deur	444.360
aucu	444.280
ucun	444.140
ensa	444.030
hamb	443.530
sava	443.300
êtes	442.470
quai	442.430
yait	442.060
etro	441.840
cend	441.750
conc	441.750
ulem	441.740
atta	440.260
seco	438.550
mieu	437.640
uran	436.960
coeu	436.540
rtes	436.490
ilen	435.810
comb	435.560
ieus	435.460
ules	434.640
bres	434.560
arte	433.810
veme	433.790
sati	432.780
livr	432.610
orma	431.900
mois	431.220
teau	430.610
ince	430.160
endi	428.900
hang	428.680
votr	427.910
batt	427.790
tive	427.600
clai	426.760
uant	426.710
ffic	426.590
rdai	426.370
fall	426.080
deve	424.690
mari	424.630
voil	424.530
sist	423.960
ruit	423.640
uett	421.430
hemi	421.070
emiè	419.800
itur	419.550
mpli	419.410
onge	419.380
deme	418.400
yant	418.300
