word	onset	duration
m'irrita	458.85	0.3
beaucoup.	459.2	0.3
je	459.55	0.3
désire	459.9	0.3
que	460.25	0.3
l'on	460.6	0.3
prenne	460.95	0.3
mes	461.3	0.3
malheurs	461.65	0.3
au	462	0.3
sérieux.	462.35	0.3
puis	462.7	0.3
il	463.05	0.3
ajouta	463.4	0.3
:	463.75	0.3
"alors,	464.1	0.3
toi	464.45	0.3
aussi	464.8	0.3
tu	465.15	0.3
viens	465.5	0.3
du	465.85	0.3
ciel!	466.2	0.3
de	466.55	0.3
quelle	466.9	0.3
planète	467.25	0.3
es-tu?"	467.6	0.3
j'entrevis	468.3	0.3
aussitôt	468.65	0.3
une	469	0.3
lueur,	469.35	0.3
dans	469.7	0.3
le	470.05	0.3
mystère	470.4	0.3
de	470.75	0.3
sa	471.1	0.3
présence,	471.45	0.3
et	471.8	0.3
j'interrogeai	472.15	0.3
brusquement	472.5	0.3
:	472.85	0.3
"tu	473.55	0.3
viens	473.9	0.3
donc	474.25	0.3
d'une	474.6	0.3
autre	474.95	0.3
planète?"	475.3	0.3
mais	476	0.3
il	476.35	0.3
ne	476.7	0.3
me	477.05	0.3
répondit	477.4	0.3
pas.	477.75	0.3
il	478.1	0.3
hochait	478.45	0.3
la	478.8	0.3
tête	479.15	0.3
doucement	479.5	0.3
tout	479.85	0.3
en	480.2	0.3
regardant	480.55	0.3
mon	480.9	0.3
avion	481.25	0.3
:	481.6	0.3
"c'est	482.3	0.3
vrai	482.65	0.3
que,	483	0.3
là-dessus,	483.35	0.3
tu	483.7	0.3
ne	484.05	0.3
peux	484.4	0.3
pas	484.75	0.3
venir	485.1	0.3
de	485.45	0.3
bien	485.8	0.3
loin..."	486.15	0.3
et	486.85	0.3
il	487.2	0.3
s'enfonça	487.55	0.3
dans	487.9	0.3
une	488.25	0.3
rêverie	488.6	0.3
qui	488.95	0.3
dura	489.3	0.3
longtemps.	489.65	0.3
puis,	490	0.3
sortant	490.35	0.3
mon	490.7	0.3
mouton	491.05	0.3
de	491.4	0.3
sa	491.75	0.3
poche,	492.1	0.3
il	492.45	0.3
se	492.8	0.3
plongea	493.15	0.3
dans	493.5	0.3
la	493.85	0.3
contemplation	494.2	0.3
de	494.55	0.3
son	494.9	0.3
trésor.	495.25	0.3
vous	496.3	0.3
imaginez	496.65	0.3
combien	497	0.3
j'avais	497.35	0.3
pu	497.7	0.3
être	498.05	0.3
intrigué	498.4	0.3
par	498.75	0.3
cette	499.1	0.3
demi-confidence	499.45	0.3
sur	499.8	0.3
"les	500.15	0.3
autres	500.5	0.3
planètes".	500.85	0.3
je	501.2	0.3
m'efforçai	501.55	0.3
donc	501.9	0.3
d'en	502.25	0.3
savoir	502.6	0.3
plus	502.95	0.3
long	503.3	0.3
:	503.65	0.3
"d'où	504.35	0.3
viens-tu,	504.7	0.3
mon	505.05	0.3
petit	505.4	0.3
bonhomme?	505.75	0.3
où	506.1	0.3
est-ce	506.45	0.3
"chez	506.8	0.3
toi"?	507.15	0.3
où	507.5	0.3
veux-tu	507.85	0.3
emporter	508.2	0.3
mon	508.55	0.3
mouton?"	508.9	0.3
il	509.6	0.3
me	509.95	0.3
répondit	510.3	0.3
après	510.65	0.3
un	511	0.3
silence	511.35	0.3
méditatif	511.7	0.3
:	512.05	0.3
"ce	512.4	0.3
qui	512.75	0.3
est	513.1	0.3
bien,	513.45	0.3
avec	513.8	0.3
la	514.15	0.3
caisse	514.5	0.3
que	514.85	0.3
tu	515.2	0.3
m'as	515.55	0.3
donnée,	515.9	0.3
c'est	516.25	0.3
que,	516.6	0.3
la	516.95	0.3
nuit,	517.3	0.3
ça	517.65	0.3
lui	518	0.3
servira	518.35	0.3
de	518.7	0.3
maison.	519.05	0.3
-	519.75	0.3
bien	520.1	0.3
sûr.	520.45	0.3
et	520.8	0.3
si	521.15	0.3
tu	521.5	0.3
es	521.85	0.3
gentil,	522.2	0.3
je	522.55	0.3
te	522.9	0.3
donnerai	523.25	0.3
aussi	523.6	0.3
une	523.95	0.3
corde	524.3	0.3
pour	524.65	0.3
l'attacher	525	0.3
pendant	525.35	0.3
le	525.7	0.3
jour.	526.05	0.3
et	526.4	0.3
un	526.75	0.3
piquet."	527.1	0.3
la	527.8	0.3
proposition	528.15	0.3
parut	528.5	0.3
choquer	528.85	0.3
le	529.2	0.3
petit	529.55	0.3
prince	529.9	0.3
:	530.25	0.3
"l'attacher?	530.95	0.3
quelle	531.3	0.3
drôle	531.65	0.3
d'idée!	532	0.3
-	532.7	0.3
mais	533.05	0.3
si	533.4	0.3
tu	533.75	0.3
ne	534.1	0.3
l'attaches	534.45	0.3
pas,	534.8	0.3
il	535.15	0.3
ira	535.5	0.3
n'importe	535.85	0.3
où,	536.2	0.3
et	536.55	0.3
il	536.9	0.3
se	537.25	0.3
perdra."	537.6	0.3
et	538.3	0.3
mon	538.65	0.3
ami	539	0.3
eut	539.35	0.3
un	539.7	0.3
nouvel	540.05	0.3
éclat	540.4	0.3
de	540.75	0.3
rire	541.1	0.3
:	541.45	0.3
"mais	543.2	0.3
où	543.55	0.3
veux-tu	543.9	0.3
qu'il	544.25	0.3
aille!	544.6	0.3
-	545.3	0.3
n'importe	545.65	0.3
où.	546	0.3
droit	546.35	0.3
devant	546.7	0.3
lui..."	547.05	0.3
alors	547.75	0.3
le	548.1	0.3
petit	548.45	0.3
prince	548.8	0.3
remarqua	549.15	0.3
gravement	549.5	0.3
:	549.85	0.3
"ça	550.55	0.3
ne	550.9	0.3
fait	551.25	0.3
rien,	551.6	0.3
c'est	551.95	0.3
tellement	552.3	0.3
petit,	552.65	0.3
chez	553	0.3
moi!"	553.35	0.3
et,	554.05	0.3
avec	554.4	0.3
un	554.75	0.3
peu	555.1	0.3
de	555.45	0.3
mélancolie,	555.8	0.3
peut-être,	556.15	0.3
il	556.5	0.3
ajouta	556.85	0.3
:	557.2	0.3
"droit	557.9	0.3
devant	558.25	0.3
soi	558.6	0.3
on	558.95	0.3
ne	559.3	0.3
peut	559.65	0.3
pas	560	0.3
aller	560.35	0.3
bien	560.7	0.3
loin..."	561.05	0.3
